,0
0,0.006728618299972844
1,0.013035555474861127
2,0.013638112517658785
3,0.005087351061259238
4,0.012369149783222344
5,0.013351962497438086
6,0.011878364002360309
7,0.013069634327643742
8,0.011351026523471752
9,0.017797827267552524
10,0.01417469381970049
11,0.010770749374373612
12,0.01498698719645275
13,0.01582095120800453
14,0.01251906153215221
15,0.012280612174552896
16,0.012693766523444117
17,0.01173167143674081
18,0.01534494949765075
19,0.015377296475693525
20,0.016369057178542423
21,0.016456828249928
22,0.013398865989512787
23,0.0021863997067070873
24,0.011274378717976319
25,0.015608954208708337
26,0.006559213833627453
27,0.011742291520347115
28,0.01505650281232529
29,0.015996012693875628
30,0.019376908216878874
31,0.0205531200160447
32,0.019708543537176437
33,0.01834902933213778
34,0.02025581515681396
35,0.021825746719773775
36,0.02080175993509048
37,0.020547266723999202
38,0.022640354960642206
39,0.01662754331315064
40,0.015663499497296396
41,0.02184385801268629
42,0.02126545134094382
43,0.016845206975614424
44,0.017985936129426783
45,0.017050536599151567
46,0.027040444756254445
47,0.007678257433301194
48,0.023035059900282873
49,0.023899965735897366
50,0.02173458982006382
51,0.023246607312426226
52,0.019596193085450908
53,0.020490535914122088
54,0.024011685972531227
55,0.02182797204823861
56,0.022828213929863006
57,0.02478151451384636
58,0.02299207712316953
59,0.026279852103633594
60,0.0254933981488481
61,0.027383657198283284
62,0.031027674329798582
63,0.030128138508463742
64,0.03148534102513856
65,0.03039347866340192
66,0.025461216014780685
67,0.030838342150692366
68,0.03373065551867516
69,0.029121353914417503
70,0.03152026000905672
71,0.03426265919441507
72,0.026744955377608903
73,0.03250085438372974
74,0.023439929406129822
75,0.03767888999814839
76,0.026826243332853883
77,0.03888974735934836
78,0.03219046113080992
79,0.0340571592582668
80,0.04217704958235746
81,0.04180376082019244
82,0.04123972491103456
83,0.04784002840525736
84,0.04637672567408613
85,0.045188712692189714
86,0.048803160401303725
87,0.0400509276385157
88,0.037660991798329935
89,0.04495511410304154
90,0.0443375899005809
91,0.04101740385392816
92,0.04890105925696653
93,0.04522768137680844
94,0.05503558768908823
95,0.07547132267479828
96,0.06246487587648408
97,0.04892300888396384
98,0.05197263741462632
99,0.06276324466258654
100,0.06388735620485186
101,0.06302767624214978
102,0.05310395897376541
103,0.04837815796251066
104,0.04493134594482395
105,0.02882552673359047
106,0.042556422216762035
107,0.03979182352262556
108,0.054522853477265265
109,0.059385243336895766
110,0.0695780932589325
111,0.07809785573560113
112,0.08457107971340427
113,0.04818762229852247
114,0.06620595096052906
115,0.05791353529844323
116,0.07566649962672578
117,0.06810050712836802
118,0.08032107054151272
119,0.0816789850228763
120,0.05464325532344283
121,0.04458565376487489
122,0.047807577776123544
123,0.06128750220280854
124,0.05423869434405515
125,0.05413491521544578
126,0.05912652669369467
127,0.06599037336371039
128,0.08978289148064267
129,0.06845841899190752
130,0.10607633887688284
131,0.09069444281348726
132,0.11382916578116697
133,0.11729416524977987
134,0.0892394944539685
135,0.061103667607672385
136,0.07087496327007947
137,0.05237824548676073
138,0.08604639179230889
139,0.09446018157054548
140,0.10748505846434853
141,0.10798147545838344
142,0.11347818690742173
143,0.1117171145139908
144,0.08295778502860962
145,0.09864590050614597
146,0.07930253610918392
147,0.07067996850292024
148,0.07482020543554713
149,0.05067745958441261
150,0.04178678915120129
151,0.05188836944766306
152,0.08004767510705024
153,0.08872711992944105
154,0.09172467218191782
155,0.09556175309768955
156,0.11757450065564745
157,0.10439184792063516
158,0.09108604833789169
159,0.08091465149659438
160,0.09323881344681562
161,0.09676007856661872
162,0.09213360118665515
163,0.09026445121226612
164,0.09930087016992895
165,0.10708733112200308
166,0.11097417024755929
167,0.09853956463729752
168,0.08988008395282021
169,0.07777906016077063
170,0.057563661011243994
171,0.07843988365947885
172,0.08103272104962222
173,0.1134216461145301
174,0.11770861995904269
175,0.13349464834537805
176,0.11205748639232693
177,0.1291862866992326
178,0.09014205640724127
179,0.11942121320487731
180,0.1249779722891251
181,0.14194865800856427
182,0.14528906858597468
183,0.14880578680837897
184,0.12628032490159535
185,0.11889180551953293
186,0.12207891933670734
187,0.1001825528402489
188,0.12509111673321582
189,0.1218208157016023
190,0.12965423629902695
191,0.13328609289093096
192,0.08064937874771338
193,0.06012553474216942
194,0.06841829042346959
195,0.018626168966344392
196,0.04361641602137878
197,0.11626140219127734
198,0.1307954390297308
199,0.10220536564822913
200,0.09814247097357587
201,0.10825851492929184
202,0.13423667900736236
203,0.13545179630703963
204,0.13644595857790742
205,0.1316639896981422
206,0.12202218608257098
207,0.13265266549467958
208,0.13613719320403295
209,0.1261298673006146
210,0.12625309728077116
211,0.1318986144297667
212,0.14115441013884222
213,0.14638939147269614
214,0.14468868387006584
215,0.08766170075968782
216,0.11321664070528659
217,0.06825651759014661
218,0.059051399710576824
219,0.04852330524935966
220,0.08658266462763131
221,0.09829767214813678
222,0.10140720424227956
223,0.1004642924864596
224,0.09275704264560991
225,0.07562603939696433
226,0.08798431340241741
227,0.08610546867454771
228,0.08409848182075974
229,0.016951090322897766
230,0.08293473999644974
231,0.10849752264694601
232,0.07483319620787432
233,0.07677130398902987
234,0.06673303906418737
235,0.07211699661499926
236,0.07919818570190973
237,0.09470211585428379
238,0.08979067458192125
239,0.10207276497923612
240,0.04700397741446016
241,0.1050080829620823
242,0.05301880305062201
243,0.0699089570629523
244,0.061994399864943706
245,0.061453698289500425
246,0.08642038368737825
247,0.07519217348446805
248,0.0865038507281457
249,0.08603529405141108
250,0.03247679664577552
251,0.02436816965677613
252,0.041579528661761955
253,0.0752274615365276
254,0.09616999184490216
255,0.03934082639198966
256,0.0645944540839487
257,0.08416837927714704
258,0.062181238610516054
259,0.04414430734157504
260,0.07033382378151032
261,0.07463601961903255
262,0.02655036383880116
263,0.044407420242349005
264,0.01781256796534958
265,0.015651285875375898
266,0.018752591199434843
267,0.039843034479227324
268,0.046010861898397426
269,0.05058987368870893
270,0.059748738143750924
271,0.05605460523960515
272,0.0371690585466391
273,0.049468916287310094
274,0.038047468211543034
275,0.04707767142407926
276,0.04478830682779389
277,0.044275027953634805
278,0.038403255654362756
279,0.042866978392320565
280,0.04885238567245498
281,0.05226045498539911
282,0.007544424989809784
283,0.006780377670294158
284,0.00655370404414235
285,0.0025324246171800624
286,0.017770739980834893
287,0.026557906310093138
288,0.025798917661586707
289,0.027968160070454662
290,0.03092628705390421
291,0.026665584516191387
292,0.013264561943431952
293,0.015141086975394735
294,0.009188752138659773
295,0.018849878190315472
296,0.019002002799483275
297,0.03274673218263713
