,0
0,0.004406230799999999
1,0.0131885068
2,0.011171875000000001
3,0.007210961799999999
4,0.011851914099999998
5,0.0014098913
6,0.0145246685
7,0.0028088192
8,0.0025329833
9,0.0053574066
10,0.0095011729
11,0.0024265514
12,0.015651416699999997
13,0.0203773698
14,0.013826788800000003
15,0.0083042683
16,0.010288515500000001
17,0.009983372
18,0.0013999847
19,0.001404938
20,0.001583624
21,0.0113009685
22,0.015599085800000004
23,0.013028577800000002
24,0.0105697668
25,0.0229986111
26,0.0014590093
27,0.007896246899999999
28,0.0056253373
29,0.005409964599999999
30,0.010620465400000001
31,0.031563805900000005
32,0.030678793500000006
33,0.013958604
34,0.0285060078
35,0.0087260561
36,0.025816472100000005
37,0.0194808438
38,0.029343164999999997
39,0.010735210500000002
40,0.009408333900000001
41,0.019896106
42,0.026373589900000004
43,0.010959373499999998
44,0.0119641418
45,0.0166219173
46,0.061343916700000015
47,0.0007740181
48,0.011423045400000002
49,0.008408789600000001
50,0.0160917698
51,0.029008360600000005
52,0.014122431799999998
53,0.027372082
54,0.03871506810000001
55,0.024959506
56,0.028920527599999996
57,0.04971695710000001
58,0.030733979499999998
59,0.0200842538
60,0.023352698
61,0.0033082367000000007
62,0.036767038700000004
63,0.0253755717
64,0.0292002726
65,0.0241040593
66,0.016536827500000004
67,0.032993936099999996
68,0.03283183369999999
69,0.0036384611000000004
70,0.015182694
71,0.035442654399999995
72,0.0252314895
73,0.0201968979
74,0.0048295396
75,0.0320315774
76,0.0203035803
77,0.042997711
78,0.026069027099999996
79,0.034885113499999995
80,0.044728684000000005
81,0.046904313200000006
82,0.0537974598
83,0.04231745860000001
84,0.045334600200000005
85,0.042489734
86,0.05683475090000001
87,0.0403738466
88,0.040264092200000004
89,0.047132835299999995
90,0.043467086200000005
91,0.0434853423
92,0.0662096706
93,0.053471476899999995
94,0.06876383119999999
95,0.1139660221
96,0.0448337249
97,0.044487083999999996
98,0.0657861036
99,0.06416169120000001
100,0.0731849573
101,0.0986076537
102,0.0615960031
103,0.0383058746
104,0.053945047200000006
105,0.0469999332
106,0.036023237599999994
107,0.028626631700000005
108,0.0502538672
109,0.06700876039999999
110,0.072683071
111,0.0978115458
112,0.0789305116
113,0.046541959499999994
114,0.0696825957
115,0.0627513405
116,0.0820346496
117,0.08175487470000001
118,0.0737319505
119,0.07430659910000001
120,0.054068405099999994
121,0.0280376014
122,0.044352575
123,0.06095947950000001
124,0.0514791753
125,0.052773314599999996
126,0.0628229294
127,0.0862230382
128,0.0703514356
129,0.0565563424
130,0.1046351154
131,0.1288493592
132,0.1220108567
133,0.115024096
134,0.0810260048
135,0.060483984000000005
136,0.06017410449999999
137,0.04874601760000001
138,0.09037487089999999
139,0.0975635125
140,0.1114578937
141,0.0900830624
142,0.10797379230000001
143,0.10682747200000002
144,0.11825485579999999
145,0.1343213829
146,0.07440291260000001
147,0.07504289490000002
148,0.0757511498
149,0.043098217200000004
150,0.0469999332
151,0.0506399079
152,0.06882370600000001
153,0.06596340680000001
154,0.06796287420000001
155,0.1148713406
156,0.13780731509999997
157,0.1176503431
158,0.07460970139999999
159,0.05477348069999999
160,0.08998788660000001
161,0.0930646145
162,0.1119604867
163,0.08800545060000001
164,0.09659819809999999
165,0.1088938764
166,0.1284520513
167,0.1104245889
168,0.0643832154
169,0.05935501409999999
170,0.0582595526
171,0.0740593541
172,0.07903913449999998
173,0.088526262
