,0
0,0.001207103
1,0.004307532222222222
2,0.004307532222222222
3,8.92e-05
4,0.004307532222222222
5,0.004307532222222222
6,0.004751676
7,0.010203458
8,0.000338451
9,0.00028961
10,0.008765006
11,0.000338451
12,0.001311852
13,0.0042757435
14,0.036946734
15,0.001207103
16,0.004751676
17,0.0027554109999999997
18,0.004307532222222222
19,0.004307532222222222
20,0.00010628
21,0.006214582
22,0.036946734
23,0.001438209
24,0.0033020420000000003
25,0.00013509
26,0.000338451
27,0.001211624
28,0.00270759
29,0.00270759
30,0.01971873
31,0.051495235
32,0.070797228
33,0.007353265
34,0.025640007000000003
35,0.000531307
36,0.02208524
37,0.001730966
38,0.0033681029999999995
39,0.017431465
40,0.01212811
41,0.007353265
42,0.001730966
43,0.031609676
44,0.031609676
45,0.035129099
46,0.0017498989999999999
47,0.000321957
48,0.032030157999999996
49,0.000531307
50,0.001730966
51,0.00123577325
52,0.031609676
53,0.055369697999999995
54,0.07210817900000001
55,0.023301588999999998
56,0.052219568
57,0.00123577325
58,0.0033681029999999995
59,0.00123577325
60,0.000590292
61,0.017908393
62,0.040845352
63,0.050866725
64,0.031334992
65,0.040845352
66,0.08470537300000001
67,0.125052346
68,0.030055658333333336
69,0.040845352
70,0.023982266000000002
71,0.030055658333333336
72,0.085569224
73,0.02859764
74,0.069827
75,0.050473645
76,0.024495394
77,0.024509092000000003
78,0.003369595
79,0.042455340999999994
80,0.04405213
81,0.039163122
82,0.03774294
83,0.044086913500000005
84,0.04405213
85,0.050795912
86,0.031137445
87,0.061100225
88,0.030055658333333336
89,0.075710887
90,0.036273367
91,0.063729115
92,0.068648473
93,0.045087965
94,0.068753304
95,0.05588662900000001
96,0.048724779
97,0.075710887
98,0.074527608
99,0.088545765
100,0.058639537
101,0.076702863
102,0.024104647999999996
103,0.013026085
104,0.032054982999999995
105,0.024915927
106,0.036486713
107,0.037529936
108,0.02584377
109,0.036118397000000003
110,0.101468689
111,0.173864383
112,0.109042548
113,0.013026085
114,0.090710526
115,0.05908745966666667
116,0.071385002
117,0.09460984199999999
118,0.084914441
119,0.103137614
120,0.09616541500000002
121,0.043199938
122,0.027403707000000003
123,0.058948223
124,0.074527608
125,0.047545729
126,0.058935881
127,0.058935881
128,0.047172344000000005
129,0.070976823
130,0.12403794300000001
131,0.145730392
132,0.099408074
133,0.124490114
134,0.120033236
135,0.109676538
136,0.039051023
137,0.022338694
138,0.09460984199999999
139,0.094508835
140,0.094508835
141,0.091661171
142,0.13357703099999998
143,0.13367073599999998
144,0.058500449
145,0.133848467
146,0.061395825999999994
147,0.070976823
148,0.050330260999999994
149,0.103775045
150,0.059791897999999996
151,0.032054982999999995
152,0.19708478399999999
153,0.074384188
154,0.09228216800000001
155,0.09103035300000001
156,0.114330981
157,0.097076605
158,0.063798908
159,0.041629315
160,0.09228216800000001
161,0.08205140799999999
162,0.09460984199999999
163,0.08205140799999999
164,0.12218009099999999
165,0.098290084
166,0.118316837
167,0.135870734
168,0.074384188
169,0.039051023
170,0.044776537000000005
171,0.134817118
172,0.09620584
173,0.017274676
174,0.09888114699999999
175,0.22026528899999998
176,0.042925991
177,0.042925991
178,0.111532085
179,0.091661171
180,0.145594521
181,0.165630189
182,0.231063745
183,0.185230463
184,0.143627835
185,0.159086268
186,0.20635855299999997
187,0.11480323199999999
188,0.09207791300000001
189,0.11230877199999997
190,0.11230877199999997
191,0.140461508
192,0.145730392
193,0.032541501
194,0.083017624
195,0.165809949
196,0.009179024
197,0.05478265400000001
198,0.154368862
199,0.07046374
200,0.079641326
201,0.131258979
202,0.09207791300000001
203,0.140461508
204,0.140461508
205,0.154368862
206,0.165809949
207,0.16760536
208,0.13455856900000002
209,0.16760536
210,0.161919359
211,0.11150728900000001
212,0.162837423
213,0.114604191
214,0.126092086
215,0.12495331900000001
216,0.097982524
217,0.097982524
218,0.0415514815
219,0.012971881999999999
220,0.09460984199999999
221,0.12819275
222,0.116543668
223,0.041679579
224,0.12495331900000001
225,0.092798407
226,0.131258979
227,0.109647632
228,0.149482103
229,0.002263538
230,0.13523737800000002
231,0.07087149
232,0.0415514815
233,0.12691465400000002
234,0.090710526
235,0.09175596300000001
236,0.014847347
237,0.08148349
238,0.03814824
239,0.09189820900000001
240,0.041423544
241,0.07087149
242,0.071385002
243,0.071385002
244,0.071385002
245,0.071385002
246,0.025826685
247,0.014847347
248,0.065388613
249,0.047535284000000004
250,0.012603623999999999
251,0.003911305
252,0.083017624
253,0.015451119
254,0.051412042000000005
255,0.083017624
256,0.042140335
257,0.091091651
258,0.098343598
259,0.049193765
260,0.052258537
261,0.05375592
262,0.008978396
263,0.06185452599999999
264,0.025830066000000002
265,0.003911305
266,0.03226893325
267,0.09228450699999999
268,0.024436852999999998
269,0.070719776
270,0.015647884
271,0.06185452599999999
272,0.042529789750000005
273,0.049193765
274,0.042635905
275,0.045700645
276,0.09228450699999999
277,0.024436852999999998
278,0.023464687999999997
279,0.024436852999999998
280,0.012267071000000001
281,0.012356705
282,0.024046874
283,0.03306051
284,0.012971135666666666
285,0.008964798000000001
286,0.028895298
287,0.019978101
288,0.01251258
289,0.042529789750000005
290,0.038515369
291,0.017875619
292,0.032048531
293,0.0121333
294,0.011827683
295,0.024430023999999998
296,0.001025484
297,0.035292861
298,0.010038255666666667
299,0.03835013
300,0.016650432
301,0.016650432
302,0.010198391
303,0.012585262
304,0.034487187999999995
