,Year,Month,Day,Date,Maximum temperature (Degree C),Minimum temperature (Degree C),Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),EToi
0,2010,1,1,1/1/2010,31.0,21.9,20.3,0.0,2.5428339912535636
1,2010,1,2,1/2/2010,29.3,20.4,28.8,5.1,3.4387018769801805
2,2010,1,3,1/3/2010,28.7,12.5,34.6,0.0,5.018256196552081
3,2010,1,4,1/4/2010,32.7,12.8,34.4,0.0,5.839341012693543
4,2010,1,5,1/5/2010,36.7,18.8,33.7,0.0,6.094425841044715
5,2010,1,6,1/6/2010,34.6,18.0,34.2,0.0,5.76642620595895
6,2010,1,7,1/7/2010,33.8,13.9,35.0,0.0,6.102356666514218
7,2010,1,8,1/8/2010,37.4,19.3,32.1,0.0,5.91430918115198
8,2010,1,9,1/9/2010,39.9,24.1,31.9,0.0,5.925657807448567
9,2010,1,10,1/10/2010,43.3,25.7,33.0,0.0,6.794538467551045
10,2010,1,11,1/11/2010,43.4,23.8,32.8,0.0,7.004110635503352
11,2010,1,12,1/12/2010,42.4,31.2,30.9,0.0,5.298441364724925
12,2010,1,13,1/13/2010,30.0,23.6,18.2,0.0,1.9270111732299715
13,2010,1,14,1/14/2010,32.7,12.4,33.8,0.0,5.766287040859247
14,2010,1,15,1/15/2010,37.4,18.1,32.3,0.0,6.065373608647156
15,2010,1,16,1/16/2010,38.0,21.8,32.7,0.0,5.891306774461082
16,2010,1,17,1/17/2010,26.5,17.1,30.5,0.0,3.4749371269420926
17,2010,1,18,1/18/2010,24.3,11.4,28.8,0.0,3.4604683080598546
18,2010,1,19,1/19/2010,26.7,10.6,32.5,0.0,4.460482406880898
19,2010,1,20,1/20/2010,34.5,13.9,32.9,0.0,5.885275498688888
20,2010,1,21,1/21/2010,39.3,20.1,24.6,0.0,4.804711662756701
21,2010,1,22,1/22/2010,42.4,25.5,31.5,0.0,6.2885752097243515
22,2010,1,23,1/23/2010,34.0,22.4,32.6,0.0,4.792834419642338
23,2010,1,24,1/24/2010,34.1,14.1,33.4,0.0,5.873047139954955
24,2010,1,25,1/25/2010,36.9,16.9,32.5,0.0,6.0966867452943
25,2010,1,26,1/26/2010,38.6,20.2,29.6,0.0,5.623809749459781
26,2010,1,27,1/27/2010,38.5,20.4,30.3,0.0,5.715730296321936
27,2010,1,28,1/28/2010,35.3,15.5,29.7,0.0,5.357482860947527
28,2010,1,29,1/29/2010,35.5,18.3,31.4,0.0,5.462474137290794
29,2010,1,30,1/30/2010,37.5,21.5,29.6,0.0,5.255340287999999
30,2010,1,31,1/31/2010,36.1,21.5,27.0,0.0,4.511428801944007
31,2010,2,1,2/1/2010,37.7,25.2,23.6,0.0,3.8562150336395
32,2010,2,2,2/2/2010,32.1,21.5,22.3,0.0,3.0386498164278333
33,2010,2,3,2/3/2010,35.5,21.3,20.8,0.0,3.398110379787291
34,2010,2,4,2/4/2010,33.1,20.2,14.1,0.9,2.1123881971082414
35,2010,2,5,2/5/2010,26.7,19.2,11.7,19.6,1.225270861687434
36,2010,2,6,2/6/2010,31.5,17.8,17.6,0.0,2.5950076655781125
37,2010,2,7,2/7/2010,33.6,21.5,25.9,0.0,3.834049713191354
38,2010,2,8,2/8/2010,33.1,22.8,19.1,0.0,2.631667863357894
39,2010,2,9,2/9/2010,35.1,23.4,23.9,0.0,3.6094286287938266
40,2010,2,10,2/10/2010,37.2,23.4,24.6,0.0,4.124845875224231
41,2010,2,11,2/11/2010,38.2,22.4,22.8,0.0,4.090689028384823
42,2010,2,12,2/12/2010,29.5,23.0,9.4,0.0,0.9906458938888865
43,2010,2,13,2/13/2010,25.8,21.1,7.7,0.0,0.6461771643191231
44,2010,2,14,2/14/2010,29.7,18.9,18.1,0.0,2.3499604198570183
45,2010,2,15,2/15/2010,29.0,19.1,24.2,0.2,2.9903114565364475
46,2010,2,16,2/16/2010,31.5,16.1,28.8,0.0,4.411986530637431
47,2010,2,17,2/17/2010,34.2,18.6,27.9,0.0,4.570637420099016
48,2010,2,18,2/18/2010,32.0,20.1,28.5,0.0,4.045534764185826
49,2010,2,19,2/19/2010,31.0,17.8,28.7,0.0,4.129232267220191
50,2010,2,20,2/20/2010,34.7,20.9,23.4,0.0,3.7197028063986477
51,2010,2,21,2/21/2010,37.6,23.3,24.0,0.0,4.109269050676594
52,2010,2,22,2/22/2010,32.7,21.7,16.0,4.0,2.2408709063540453
53,2010,2,23,2/23/2010,28.2,14.4,28.7,0.0,3.9118860569953986
54,2010,2,24,2/24/2010,31.5,14.8,27.6,0.0,4.334202744903629
55,2010,2,25,2/25/2010,32.5,18.9,26.6,0.0,4.004316040886052
56,2010,2,26,2/26/2010,31.4,18.0,17.3,0.0,2.5256631711625883
57,2010,2,27,2/27/2010,30.3,20.7,5.4,0.0,0.6798377428031911
58,2010,2,28,2/28/2010,29.3,19.8,19.7,13.6,2.4130673450608056
59,2010,3,1,3/1/2010,29.2,12.2,23.3,0.0,3.4707961763303667
60,2010,3,2,3/2/2010,28.0,14.3,25.7,0.0,3.4768733247117916
61,2010,3,3,3/3/2010,31.6,14.3,26.0,0.0,4.135347517354132
62,2010,3,4,3/4/2010,31.4,18.7,11.6,0.0,1.6622589312316483
63,2010,3,5,3/5/2010,25.9,20.1,9.1,4.6,0.8390803511849638
64,2010,3,6,3/6/2010,31.4,20.3,22.8,0.0,3.111491246594293
65,2010,3,7,3/7/2010,24.2,17.0,10.2,0.0,0.9862468825593687
66,2010,3,8,3/8/2010,24.8,15.9,22.4,73.6,2.3923546600170824
67,2010,3,9,3/9/2010,21.3,16.5,10.5,0.0,0.7922531618499338
68,2010,3,10,3/10/2010,22.3,10.9,24.0,0.0,2.6158335706853055
69,2010,3,11,3/11/2010,25.7,12.8,25.3,0.0,3.1593052395828707
70,2010,3,12,3/12/2010,26.3,14.2,22.2,0.0,2.757327294130055
71,2010,3,13,3/13/2010,26.9,14.4,24.6,0.0,3.138155479539355
72,2010,3,14,3/14/2010,27.3,14.6,23.1,0.0,2.9934605999652546
73,2010,3,15,3/15/2010,28.9,16.9,19.5,0.0,2.5799283372478676
74,2010,3,16,3/16/2010,30.5,18.3,23.6,0.0,3.2643173128328296
75,2010,3,17,3/17/2010,31.3,17.1,22.9,0.0,3.401080755993398
76,2010,3,18,3/18/2010,32.6,18.9,22.5,0.0,3.4034467506001076
77,2010,3,19,3/19/2010,33.1,19.3,20.0,0.0,3.067681126884475
78,2010,3,20,3/20/2010,34.7,20.5,21.2,0.0,3.4034853462554864
79,2010,3,21,3/21/2010,29.0,19.3,15.0,0.0,1.8390650475419914
80,2010,3,22,3/22/2010,26.4,12.6,22.0,0.0,2.860612650819772
81,2010,3,23,3/23/2010,27.6,12.0,22.1,0.0,3.0798560393498744
82,2010,3,24,3/24/2010,28.4,13.1,21.5,0.0,3.0422616076733835
83,2010,3,25,3/25/2010,31.4,15.5,21.4,0.0,3.3031195125894373
84,2010,3,26,3/26/2010,31.8,14.0,20.5,0.0,3.3032867135311346
85,2010,3,27,3/27/2010,33.5,17.0,17.6,0.0,2.88812372952481
86,2010,3,28,3/28/2010,34.3,21.9,14.0,0.0,2.1234378919118937
87,2010,3,29,3/29/2010,22.6,19.0,8.1,0.4,0.5566876325168314
88,2010,3,30,3/30/2010,28.4,18.1,16.2,0.0,2.0027871093315395
89,2010,3,31,3/31/2010,28.0,15.0,16.5,0.0,2.1939977095408265
90,2010,4,1,4/1/2010,28.8,15.2,19.6,0.0,2.699582453698376
91,2010,4,2,4/2/2010,27.2,12.7,19.2,0.0,2.589942873273471
92,2010,4,3,4/3/2010,27.6,12.6,18.1,0.0,2.493167250371873
93,2010,4,4,4/4/2010,27.0,16.3,17.1,0.0,2.070727761120017
94,2010,4,5,4/5/2010,27.8,14.6,17.5,0.0,2.3268994685814857
95,2010,4,6,4/6/2010,25.5,16.6,11.3,0.0,1.2290016587727006
96,2010,4,7,4/7/2010,23.8,17.9,8.3,3.0,0.7312091133745794
97,2010,4,8,4/8/2010,25.2,16.3,15.3,0.0,1.6511967138620756
98,2010,4,9,4/9/2010,23.1,11.3,9.8,0.0,1.1056638814736564
99,2010,4,10,4/10/2010,24.4,15.7,9.0,0.0,0.9428791205927074
100,2010,4,11,4/11/2010,21.3,11.9,10.4,0.0,1.0293041120506734
101,2010,4,12,4/12/2010,19.7,4.8,16.8,0.0,1.8286681102054136
102,2010,4,13,4/13/2010,21.3,7.1,17.3,0.0,1.9576193663110268
103,2010,4,14,4/14/2010,23.3,7.1,17.0,0.0,2.118889786748644
104,2010,4,15,4/15/2010,23.5,7.8,17.1,0.0,2.1268166805300117
105,2010,4,16,4/16/2010,27.7,11.7,16.6,0.0,2.336616
106,2010,4,17,4/17/2010,27.8,14.4,15.0,0.0,2.0043855292395385
107,2010,4,18,4/18/2010,28.2,15.5,14.3,0.0,1.8961342749641668
108,2010,4,19,4/19/2010,29.1,15.7,15.1,0.0,2.085179269852587
109,2010,4,20,4/20/2010,28.9,18.1,11.8,0.0,1.5029064067572857
110,2010,4,21,4/21/2010,29.1,16.5,12.2,0.0,1.6499057493923663
111,2010,4,22,4/22/2010,29.6,16.8,14.8,0.0,2.0372229314305037
112,2010,4,23,4/23/2010,30.5,17.8,13.2,0.0,1.8518071471858792
113,2010,4,24,4/24/2010,19.7,17.8,3.8,0.0,0.1796535392857257
114,2010,4,25,4/25/2010,18.3,11.8,14.2,13.0,1.1160107955716396
115,2010,4,26,4/26/2010,20.2,8.1,15.4,0.0,1.6060988369154041
116,2010,4,27,4/27/2010,20.7,10.6,8.6,0.0,0.8579130209065311
117,2010,4,28,4/28/2010,19.8,11.2,14.3,0.0,1.310441070073856
118,2010,4,29,4/29/2010,19.8,10.6,9.5,0.0,0.8923175977139259
119,2010,4,30,4/30/2010,19.8,10.6,14.2,0.0,1.3337799881618684
120,2010,5,1,5/1/2010,19.8,10.6,14.9,0.0,1.3995297058881577
121,2010,5,2,5/2/2010,23.7,10.6,14.9,0.0,1.7687118903930852
122,2010,5,3,5/3/2010,24.3,11.0,14.7,0.0,1.7833943805743602
123,2010,5,4,5/4/2010,26.9,15.0,13.4,0.0,1.6808849357286522
124,2010,5,5,5/5/2010,15.8,9.0,13.0,2.0,0.9607109720971017
125,2010,5,6,5/6/2010,18.3,6.0,11.7,0.0,1.1532494158485236
126,2010,5,7,5/7/2010,18.3,6.0,9.8,0.0,0.9659695961808147
127,2010,5,8,5/8/2010,18.3,6.0,12.1,0.0,1.1926767463048833
128,2010,5,9,5/9/2010,18.3,6.0,11.8,0.0,1.1631062484626136
129,2010,5,10,5/10/2010,18.3,6.0,13.3,0.0,1.3109587376739626
130,2010,5,11,5/11/2010,18.3,6.0,12.6,0.0,1.241960909375333
131,2010,5,12,5/12/2010,18.3,6.0,13.0,0.0,1.2813882398316927
132,2010,5,13,5/13/2010,18.0,6.0,12.6,0.0,1.2205777005856855
133,2010,5,14,5/14/2010,17.9,4.2,12.6,0.0,1.262596686629055
134,2010,5,15,5/15/2010,18.8,4.5,12.6,0.0,1.3167758779227665
135,2010,5,16,5/16/2010,18.8,8.2,8.0,0.0,0.7650243459887887
136,2010,5,17,5/17/2010,18.7,11.4,9.0,0.0,0.7495960899293831
137,2010,5,18,5/18/2010,19.6,4.7,11.8,0.0,1.2801473671414612
138,2010,5,19,5/19/2010,19.3,5.9,11.9,0.0,1.242684677048321
139,2010,5,20,5/20/2010,19.0,8.5,10.2,0.0,0.978548113421354
140,2010,5,21,5/21/2010,18.7,5.3,11.5,0.0,1.1772115182011818
141,2010,5,22,5/22/2010,17.4,3.5,11.7,0.0,1.1563777137032374
142,2010,5,23,5/23/2010,19.2,5.7,11.4,0.0,1.1890089226055611
143,2010,5,24,5/24/2010,19.4,9.9,2.9,0.8,0.2721839427384164
144,2010,5,25,5/25/2010,15.0,12.5,2.6,10.4,0.12171124782872683
145,2010,5,26,5/26/2010,19.3,12.7,9.3,16.2,0.7578087503193794
146,2010,5,27,5/27/2010,18.2,11.2,8.8,0.0,0.7100730866666615
147,2010,5,28,5/28/2010,15.6,11.4,4.3,0.0,0.2588364516018654
148,2010,5,29,5/29/2010,15.3,12.6,5.0,19.4,0.24478433134230637
149,2010,5,30,5/30/2010,14.0,10.1,4.0,0.0,0.22127106665686377
150,2010,5,31,5/31/2010,19.0,9.4,10.2,0.8,0.9490165052218011
151,2010,6,1,6/1/2010,18.4,9.9,10.0,0.0,0.8741144999851219
152,2010,6,2,6/2/2010,17.6,8.4,10.4,0.0,0.9117294191378783
153,2010,6,3,6/3/2010,17.7,8.3,10.6,0.0,0.9393090521643105
154,2010,6,4,6/4/2010,19.0,8.5,10.0,0.0,0.9593608955111315
155,2010,6,5,6/5/2010,14.0,4.7,10.6,0.0,0.8235788261594679
156,2010,6,6,6/6/2010,14.7,5.7,10.4,0.0,0.81978624
157,2010,6,7,6/7/2010,14.8,2.1,9.9,0.8,0.8690692064415256
158,2010,6,8,6/8/2010,13.3,4.1,9.4,0.0,0.7090153543557862
159,2010,6,9,6/9/2010,13.3,6.0,4.9,3.2,0.341026288097249
160,2010,6,10,6/10/2010,12.6,4.9,9.8,0.8,0.6775228750880189
161,2010,6,11,6/11/2010,12.8,6.8,5.7,0.0,0.3616159367924352
162,2010,6,12,6/12/2010,13.4,4.1,10.0,0.0,0.7597907444502546
163,2010,6,13,6/13/2010,13.1,-0.3,10.1,0.0,0.8205966198092349
164,2010,6,14,6/14/2010,15.9,2.6,10.0,0.0,0.9257230744564339
165,2010,6,15,6/15/2010,17.3,5.6,9.2,0.3,0.8637630616484898
166,2010,6,16,6/16/2010,17.8,7.5,7.1,0.0,0.6511068391481817
167,2010,6,17,6/17/2010,17.5,11.8,6.0,1.8,0.4362057423438455
168,2010,6,18,6/18/2010,13.3,4.1,8.9,0.4,0.671301771677287
169,2010,6,19,6/19/2010,14.5,6.8,6.6,0.0,0.4889445030757421
170,2010,6,20,6/20/2010,15.5,8.4,7.5,0.0,0.5579116200974621
171,2010,6,21,6/21/2010,11.1,6.0,8.9,1.0,0.4969854946956774
172,2010,6,22,6/22/2010,15.0,5.8,6.9,0.4,0.5538346352892368
173,2010,6,23,6/23/2010,16.3,6.5,7.6,0.0,0.6519247673453779
174,2010,6,24,6/24/2010,18.6,9.7,8.2,0.0,0.7334452787140463
175,2010,6,25,6/25/2010,18.1,11.1,2.7,0.0,0.2171929846909075
176,2010,6,26,6/26/2010,11.7,6.1,9.5,0.0,0.5632703347780205
177,2010,6,27,6/27/2010,11.5,2.6,9.9,0.0,0.6887230056217264
178,2010,6,28,6/28/2010,10.9,0.8,7.8,11.4,0.5501415335858024
179,2010,6,29,6/29/2010,10.7,2.6,7.2,0.0,0.4701558761670648
180,2010,6,30,6/30/2010,13.2,5.5,8.5,0.0,0.6009275587010937
181,2010,7,1,7/1/2010,13.2,3.5,9.6,0.0,0.7336970830908883
182,2010,7,2,7/2/2010,8.7,4.8,5.0,0.2,0.22747925822554457
183,2010,7,3,7/3/2010,12.1,1.8,9.8,6.4,0.7304792610161727
184,2010,7,4,7/4/2010,9.5,1.0,9.8,0.0,0.618008527078683
185,2010,7,5,7/5/2010,12.3,1.6,6.2,0.4,0.4710280611980026
186,2010,7,6,7/6/2010,12.0,2.3,9.7,0.0,0.7073203456191895
187,2010,7,7,7/7/2010,12.7,1.0,10.3,0.2,0.8149577203167722
188,2010,7,8,7/8/2010,13.9,2.3,9.7,0.0,0.8029499808260497
189,2010,7,9,7/9/2010,15.6,3.3,10.3,0.4,0.9237283786175945
190,2010,7,10,7/10/2010,15.5,8.5,3.2,0.0,0.2367572361696952
191,2010,7,11,7/11/2010,15.9,10.1,10.1,0.0,0.7030303696579904
192,2010,7,12,7/12/2010,16.0,4.7,10.5,6.0,0.932384229336885
193,2010,7,13,7/13/2010,15.9,7.9,2.2,0.0,0.17342516754573167
194,2010,7,14,7/14/2010,11.7,6.6,6.6,18.2,0.37694309507502766
195,2010,7,15,7/15/2010,12.5,5.4,10.7,0.0,0.7156896513720834
196,2010,7,16,7/16/2010,13.4,2.2,10.0,0.0,0.8039646913531664
197,2010,7,17,7/17/2010,12.7,4.5,9.3,0.0,0.6597536487048689
198,2010,7,18,7/18/2010,13.8,3.1,10.1,0.0,0.813824142881202
199,2010,7,19,7/19/2010,12.1,6.1,7.8,4.4,0.48229249846039113
200,2010,7,20,7/20/2010,12.4,0.7,11.1,0.1,0.8675667005487259
201,2010,7,21,7/21/2010,12.1,1.9,11.1,0.0,0.8250167094360608
202,2010,7,22,7/22/2010,13.0,0.3,11.5,0.0,0.9403002755986376
203,2010,7,23,7/23/2010,15.8,1.1,11.4,0.2,1.0766655707701756
204,2010,7,24,7/24/2010,13.4,3.1,10.4,0.0,0.8159201871552322
205,2010,7,25,7/25/2010,7.0,0.0,5.4,0.0,0.28556855394545244
206,2010,7,26,7/26/2010,13.2,2.0,9.4,0.5,0.7498226941698514
207,2010,7,27,7/27/2010,15.2,3.4,11.7,0.0,1.022078270842135
208,2010,7,28,7/28/2010,14.2,6.2,2.7,0.0,0.20065721864795394
209,2010,7,29,7/29/2010,15.0,8.8,4.1,5.2,0.2845274357531574
210,2010,7,30,7/30/2010,15.3,10.0,7.0,1.0,0.460480528699671
211,2010,7,31,7/31/2010,14.6,9.5,8.6,0.4,0.5440212623641445
212,2010,8,1,8/1/2010,10.9,8.1,6.6,0.0,0.2829264806406514
213,2010,8,2,8/2/2010,13.9,5.8,11.6,1.2,0.8566109731982752
214,2010,8,3,8/3/2010,14.9,3.4,11.9,0.0,1.0205696527921584
215,2010,8,4,8/4/2010,10.4,6.9,7.2,0.0,0.33433373040030806
216,2010,8,5,8/5/2010,12.8,6.0,10.6,0.2,0.7055328259679988
217,2010,8,6,8/6/2010,13.0,3.8,12.5,0.0,0.9321659114874347
218,2010,8,7,8/7/2010,13.7,1.7,12.3,0.0,1.0195861185381385
219,2010,8,8,8/8/2010,13.5,3.4,12.1,0.0,0.9472472738395972
220,2010,8,9,8/9/2010,15.4,3.8,13.5,0.0,1.1822282287447992
221,2010,8,10,8/10/2010,17.9,6.6,5.2,3.6,0.4929184121667315
222,2010,8,11,8/11/2010,10.0,7.6,4.5,0.0,0.1740154345512402
223,2010,8,12,8/12/2010,13.6,7.0,8.8,16.2,0.5961409549499782
224,2010,8,13,8/13/2010,14.2,4.0,12.6,0.2,1.0158063190070417
225,2010,8,14,8/14/2010,15.3,6.8,8.5,0.0,0.6709068177115856
226,2010,8,15,8/15/2010,13.5,7.6,7.8,0.0,0.5040361328590555
227,2010,8,16,8/16/2010,12.5,5.7,8.7,4.4,0.5726826001015911
228,2010,8,17,8/17/2010,12.2,1.6,14.8,0.0,1.1168622201264438
229,2010,8,18,8/18/2010,13.2,3.6,3.3,0.0,0.25138470294570137
230,2010,8,19,8/19/2010,15.8,8.7,12.2,4.0,0.9166878612613137
231,2010,8,20,8/20/2010,12.8,3.4,13.5,0.0,1.0059709939023866
232,2010,8,21,8/21/2010,13.8,2.4,12.8,0.0,1.0503889841976652
233,2010,8,22,8/22/2010,15.3,4.8,13.8,0.0,1.1686566496728785
234,2010,8,23,8/23/2010,11.9,7.4,8.3,0.2,0.4535390616136566
235,2010,8,24,8/24/2010,13.8,6.3,11.1,0.0,0.7944504385249749
236,2010,8,25,8/25/2010,12.4,1.8,13.6,0.8,1.0346159925145504
237,2010,8,26,8/26/2010,11.4,6.1,10.6,1.6,0.6079898437342173
238,2010,8,27,8/27/2010,13.3,7.3,11.6,1.4,0.7492520388816564
239,2010,8,28,8/28/2010,14.3,2.4,14.3,0.0,1.210512310623112
240,2010,8,29,8/29/2010,15.5,4.0,13.7,0.0,1.2010997861012713
241,2010,8,30,8/30/2010,15.4,3.5,15.3,0.4,1.3496445870556926
242,2010,8,31,8/31/2010,16.4,3.8,14.9,0.0,1.384725670435073
243,2010,9,1,9/1/2010,17.1,10.3,6.3,0.0,0.48561663885040707
244,2010,9,2,9/2/2010,18.9,10.9,13.0,0.6,1.1282987254926615
245,2010,9,3,9/3/2010,20.1,5.1,13.6,0.0,1.502609466601185
246,2010,9,4,9/4/2010,18.1,11.6,4.9,14.2,0.38275770602510095
247,2010,9,5,9/5/2010,15.2,9.3,12.6,0.0,0.8630362274880122
248,2010,9,6,9/6/2010,15.3,4.9,10.7,12.0,0.903426134389853
249,2010,9,7,9/7/2010,14.8,3.1,15.9,2.6,1.3652174812175548
250,2010,9,8,9/8/2010,16.7,3.7,17.2,0.0,1.629469191016828
251,2010,9,9,9/9/2010,16.8,11.1,7.9,0.0,0.5619481526625323
252,2010,9,10,9/10/2010,15.3,9.4,13.1,9.0,0.9002696658738155
253,2010,9,11,9/11/2010,17.0,5.2,17.7,0.0,1.6489219979306688
254,2010,9,12,9/12/2010,17.9,6.8,12.9,0.0,1.2159802335103305
255,2010,9,13,9/13/2010,19.6,8.8,15.8,2.2,1.5592183675800955
256,2010,9,14,9/14/2010,13.8,8.9,3.6,0.0,0.21798524547123285
257,2010,9,15,9/15/2010,14.1,4.9,16.4,21.4,1.2743490744768067
258,2010,9,16,9/16/2010,11.0,6.3,10.1,0.0,0.5434805149532692
259,2010,9,17,9/17/2010,14.5,3.3,19.7,0.0,1.651864796893953
260,2010,9,18,9/18/2010,15.1,6.0,16.2,0.0,1.3001000441546564
261,2010,9,19,9/19/2010,17.3,4.4,17.4,0.0,1.6801835517482058
262,2010,9,20,9/20/2010,18.0,3.4,20.5,0.0,2.0948992827338944
263,2010,9,21,9/21/2010,18.9,4.7,20.4,0.0,2.1352761527334723
264,2010,9,22,9/22/2010,18.7,6.7,20.8,0.0,2.0622522990613583
265,2010,9,23,9/23/2010,19.7,3.4,21.6,0.0,2.401837703755047
266,2010,9,24,9/24/2010,18.8,3.6,21.9,0.0,2.3235493762173847
267,2010,9,25,9/25/2010,22.5,8.0,19.8,0.0,2.338345359880556
268,2010,9,26,9/26/2010,21.7,7.0,21.9,0.0,2.5332132945554515
269,2010,9,27,9/27/2010,22.2,9.4,17.9,0.0,2.019227686024328
270,2010,9,28,9/28/2010,15.3,5.0,19.3,0.0,1.624597320825641
271,2010,9,29,9/29/2010,15.0,2.1,22.4,0.0,1.9893513461793364
272,2010,9,30,9/30/2010,15.2,0.8,21.4,0.0,1.9660869677297568
273,2010,10,1,10/1/2010,18.0,6.6,19.2,0.0,1.8310834994797136
274,2010,10,2,10/2/2010,20.5,6.8,21.8,0.0,2.381362037687399
275,2010,10,3,10/3/2010,23.3,9.8,17.0,0.0,2.0134022338857984
276,2010,10,4,10/4/2010,24.3,11.7,20.7,0.0,2.468463124131283
277,2010,10,5,10/5/2010,28.5,12.7,22.2,0.0,3.1798068560724126
278,2010,10,6,10/6/2010,27.6,13.4,18.0,0.0,2.4378301862984495
279,2010,10,7,10/7/2010,17.2,6.2,23.6,3.0,2.166797673616231
280,2010,10,8,10/8/2010,19.6,3.9,22.8,0.0,2.5051293636138245
281,2010,10,9,10/9/2010,22.9,4.6,23.5,0.0,2.9763278615550304
282,2010,10,10,10/10/2010,25.0,8.3,22.8,0.0,3.0121063934561447
283,2010,10,11,10/11/2010,25.4,10.9,22.6,0.0,2.90321590266073
284,2010,10,12,10/12/2010,24.0,16.7,16.1,0.0,1.5572912645898058
285,2010,10,13,10/13/2010,20.6,16.3,5.2,11.2,0.3668035932683975
286,2010,10,14,10/14/2010,22.0,14.1,15.1,0.0,1.4278009022153464
287,2010,10,15,10/15/2010,18.9,15.0,4.7,60.2,0.30267250386710437
288,2010,10,16,10/16/2010,13.2,4.4,19.5,0.0,1.443928149797087
289,2010,10,17,10/17/2010,16.2,4.5,17.3,12.6,1.5631671951226547
290,2010,10,18,10/18/2010,18.8,8.4,25.5,2.8,2.4231176290689556
291,2010,10,19,10/19/2010,19.9,7.0,27.3,0.0,2.8753818230029253
292,2010,10,20,10/20/2010,22.8,5.9,27.5,0.0,3.4107117903826665
293,2010,10,21,10/21/2010,26.8,10.9,26.2,0.0,3.593038175671204
294,2010,10,22,10/22/2010,28.5,13.7,26.1,0.0,3.665295262000297
295,2010,10,23,10/23/2010,20.2,15.5,5.1,0.0,0.3698849307538178
296,2010,10,24,10/24/2010,22.4,7.0,27.3,0.0,3.267340285546925
297,2010,10,25,10/25/2010,23.4,9.6,23.0,3.0,2.7501064102263197
298,2010,10,26,10/26/2010,25.3,11.1,27.9,0.0,3.5517212635888638
299,2010,10,27,10/27/2010,23.6,11.0,27.2,0.0,3.1801623537508683
300,2010,10,28,10/28/2010,25.5,8.5,28.6,0.0,3.8508600617335564
301,2010,10,29,10/29/2010,28.2,13.5,25.5,0.0,3.545980517666887
302,2010,10,30,10/30/2010,21.3,17.4,4.1,0.0,0.2822688653085445
303,2010,10,31,10/31/2010,20.1,11.9,16.8,31.2,1.5258818502792961
304,2010,11,1,11/1/2010,18.9,9.8,19.5,1.4,1.7746972808623636
305,2010,11,2,11/2/2010,21.4,7.1,25.4,0.0,2.888801948259321
306,2010,11,3,11/3/2010,20.0,8.9,23.2,0.0,2.339199122507435
307,2010,11,4,11/4/2010,18.3,8.2,24.1,0.0,2.231656422669941
308,2010,11,5,11/5/2010,21.7,9.7,24.2,0.0,2.635352993141619
309,2010,11,6,11/6/2010,23.4,9.5,25.4,0.0,3.043614831060075
310,2010,11,7,11/7/2010,28.6,12.1,26.7,0.0,3.882717336491157
311,2010,11,8,11/8/2010,27.5,16.5,18.6,0.0,2.30398877021635
312,2010,11,9,11/9/2010,30.8,14.6,29.6,0.0,4.527852186014749
313,2010,11,10,11/10/2010,31.8,18.3,20.6,0.0,3.0434973642834713
314,2010,11,11,11/11/2010,33.8,18.1,27.0,0.0,4.39217511320217
315,2010,11,12,11/12/2010,35.1,20.8,26.7,0.0,4.334693330852959
316,2010,11,13,11/13/2010,33.0,19.4,12.0,0.0,1.8272222535544338
317,2010,11,14,11/14/2010,22.3,18.9,8.5,0.0,0.5647777874622798
318,2010,11,15,11/15/2010,24.8,15.6,27.5,28.2,2.9743919923797537
319,2010,11,16,11/16/2010,22.4,12.2,19.0,0.0,1.9987054763255916
320,2010,11,17,11/17/2010,25.6,10.7,31.0,0.0,4.0368417229586075
321,2010,11,18,11/18/2010,27.5,10.2,30.5,0.0,4.36299654420612
322,2010,11,19,11/19/2010,28.7,7.9,31.6,0.0,4.8821818417249165
323,2010,11,20,11/20/2010,30.0,12.7,31.9,0.0,4.8745384466359765
324,2010,11,21,11/21/2010,32.0,15.9,30.7,0.0,4.826094175759771
325,2010,11,22,11/22/2010,32.2,16.3,29.4,0.0,4.62593889530325
326,2010,11,23,11/23/2010,29.0,18.4,22.7,0.0,2.8781596850588587
327,2010,11,24,11/24/2010,32.7,17.9,22.3,0.0,3.4697724149418843
328,2010,11,25,11/25/2010,30.9,19.5,13.7,0.0,1.8665062457494104
329,2010,11,26,11/26/2010,28.3,17.2,18.6,8.8,2.3580515292285256
330,2010,11,27,11/27/2010,29.1,17.8,7.1,0.0,0.9238671442680884
331,2010,11,28,11/28/2010,21.3,14.6,8.9,0.0,0.7728433124306517
332,2010,11,29,11/29/2010,24.2,11.7,12.2,49.0,1.4470344893072935
333,2010,11,30,11/30/2010,19.9,15.4,9.0,1.4,0.6351159286669612
334,2010,12,1,12/1/2010,26.9,16.0,24.3,5.2,2.954929901462727
335,2010,12,2,12/2/2010,28.1,15.1,26.4,0.4,3.519328641461927
336,2010,12,3,12/3/2010,29.2,16.5,25.6,0.6,3.4800891928477506
337,2010,12,4,12/4/2010,30.8,17.8,24.1,0.0,3.4328815114152493
338,2010,12,5,12/5/2010,33.0,18.1,30.0,0.0,4.71076554417665
339,2010,12,6,12/6/2010,31.9,18.6,26.0,0.0,3.830542836373701
340,2010,12,7,12/7/2010,32.4,19.9,16.5,0.0,2.405945742940311
341,2010,12,8,12/8/2010,30.1,21.1,14.2,1.4,1.7349514560000001
