,Year,Month,Day,Date,Maximum temperature (Degree C),Minimum temperature (Degree C),Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),EToi
733,2012,1,4,1/4/2012,35.0,23.5,21.3,0.0,3.189158840961174
734,2012,1,5,1/5/2012,32.5,13.6,33.6,0.0,5.599512770471397
735,2012,1,6,1/6/2012,32.0,10.2,34.2,0.0,5.828971787137389
736,2012,1,7,1/7/2012,37.8,17.6,27.4,0.0,5.25806128035858
737,2012,1,8,1/8/2012,30.6,20.9,9.6,0.0,1.221893230157101
738,2012,1,9,1/9/2012,26.1,13.4,30.2,1.4,3.792335433561344
739,2012,1,10,1/10/2012,27.0,13.6,26.1,0.0,3.4159057654346
740,2012,1,11,1/11/2012,23.9,13.2,25.8,0.0,2.8787503853588965
741,2012,1,12,1/12/2012,26.5,9.3,33.1,0.0,4.598841401140237
742,2012,1,13,1/13/2012,28.9,10.2,30.9,0.0,4.683363726748557
743,2012,1,14,1/14/2012,32.3,10.2,32.9,0.0,5.667624540681396
744,2012,1,15,1/15/2012,31.9,17.8,30.9,0.0,4.643816714563036
745,2012,1,16,1/16/2012,32.5,16.6,29.2,0.0,4.627248543368281
746,2012,1,17,1/17/2012,34.9,19.8,31.0,0.0,5.103826720054366
747,2012,1,18,1/18/2012,36.8,22.4,15.2,0.0,2.565613161106164
748,2012,1,19,1/19/2012,37.3,19.6,31.2,3.4,5.696931052135726
749,2012,1,20,1/20/2012,38.3,24.4,28.6,0.0,4.917959574542028
750,2012,1,21,1/21/2012,36.9,20.1,31.1,0.0,5.538396192214489
751,2012,1,22,1/22/2012,33.2,20.3,31.2,0.0,4.684736373569108
752,2012,1,23,1/23/2012,33.0,17.8,31.5,0.0,4.978563991744004
753,2012,1,24,1/24/2012,32.5,17.1,25.8,0.0,4.047414326332955
754,2012,1,25,1/25/2012,33.8,20.0,27.2,0.0,4.238419796944568
755,2012,1,26,1/26/2012,34.2,19.8,22.3,0.0,3.5575590890399487
756,2012,1,27,1/27/2012,34.1,20.7,24.3,0.0,3.772985244036914
757,2012,1,28,1/28/2012,31.7,21.6,17.2,0.0,2.280073768567731
758,2012,1,29,1/29/2012,32.0,22.7,15.2,0.0,1.9639517593270086
759,2012,1,30,1/30/2012,30.0,20.9,17.1,17.0,2.0935865398473235
760,2012,1,31,1/31/2012,25.9,15.2,31.7,0.0,3.731681061310561
761,2012,2,1,2/1/2012,29.2,12.9,29.4,0.0,4.327331388182183
762,2012,2,2,2/2/2012,26.3,16.4,16.3,0.0,1.8841911830242324
763,2012,2,3,2/3/2012,27.7,15.8,26.5,0.2,3.3927654867863395
764,2012,2,4,2/4/2012,32.5,17.1,29.3,0.0,4.596482161300604
765,2012,2,5,2/5/2012,35.8,21.0,22.0,0.0,3.669302469537867
766,2012,2,6,2/6/2012,25.8,12.3,30.8,0.0,3.9132995417684793
767,2012,2,7,2/7/2012,28.4,11.5,30.5,0.0,4.441689000595891
768,2012,2,8,2/8/2012,28.3,10.7,30.5,0.0,4.478710636542933
769,2012,2,9,2/9/2012,30.4,15.1,28.2,0.0,4.1973354700818515
770,2012,2,10,2/10/2012,30.3,17.5,25.8,0.0,3.6120083437851385
771,2012,2,11,2/11/2012,30.0,15.0,26.1,0.0,3.822778916542
772,2012,2,12,2/12/2012,29.6,13.3,29.0,0.0,4.312404199475018
773,2012,2,13,2/13/2012,30.6,14.0,28.5,0.0,4.36949529211931
774,2012,2,14,2/14/2012,32.7,16.6,28.4,0.0,4.5393845141605755
775,2012,2,15,2/15/2012,34.1,18.5,27.1,0.0,4.429535418296222
776,2012,2,16,2/16/2012,32.2,21.9,9.0,0.4,1.2156584362365623
777,2012,2,17,2/17/2012,35.5,18.2,25.4,0.2,4.4265587285573345
778,2012,2,18,2/18/2012,35.3,18.6,26.6,0.0,4.564791135704582
779,2012,2,19,2/19/2012,34.0,20.4,15.4,0.0,2.3982292077901946
780,2012,2,20,2/20/2012,24.8,19.0,7.9,2.2,0.7087932841578871
781,2012,2,21,2/21/2012,30.3,15.1,25.1,2.6,3.71910583907067
782,2012,2,22,2/22/2012,31.1,18.1,23.3,0.0,3.3425772491473116
783,2012,2,23,2/23/2012,34.4,16.9,26.7,0.0,4.554157704634661
784,2012,2,24,2/24/2012,35.3,19.9,27.1,0.0,4.530785513575434
785,2012,2,25,2/25/2012,34.9,20.5,26.0,0.0,4.212636533406329
786,2012,2,26,2/26/2012,28.3,20.2,12.9,0.0,1.4487258818873179
787,2012,2,27,2/27/2012,29.3,20.6,15.3,0.0,1.8104026443612953
788,2012,2,28,2/28/2012,25.5,22.3,4.6,4.4,0.32200074382580685
789,2012,2,29,2/29/2012,23.4,20.9,5.5,14.2,0.3260149205067293
790,2012,3,1,3/1/2012,23.2,18.6,2.7,17.6,0.21030114833409172
791,2012,3,2,3/2/2012,21.5,17.1,3.4,11.6,0.24829453684943767
792,2012,3,3,3/3/2012,21.3,15.4,1.8,0.0,0.14831832480956336
793,2012,3,4,3/4/2012,26.1,15.2,22.2,0.0,2.6445425960940154
794,2012,3,5,3/5/2012,24.0,14.3,27.9,53.0,3.012954076815696
795,2012,3,6,3/6/2012,25.3,12.6,26.9,0.0,3.3059743752108943
796,2012,3,7,3/7/2012,23.3,12.9,26.8,0.0,2.9116147536903014
797,2012,3,8,3/8/2012,24.9,13.0,26.8,0.0,3.188259168414347
798,2012,3,9,3/9/2012,26.6,13.8,26.3,0.0,3.3553075109948014
799,2012,3,10,3/10/2012,26.4,13.4,26.2,0.0,3.3419682282702694
800,2012,3,11,3/11/2012,24.8,14.3,25.8,0.0,2.9301709658998147
801,2012,3,12,3/12/2012,26.8,13.5,25.7,0.0,3.3377878017134073
802,2012,3,13,3/13/2012,30.9,16.5,22.7,0.0,3.354618974045166
803,2012,3,14,3/14/2012,31.2,21.0,15.2,0.0,1.9998443398448662
804,2012,3,15,3/15/2012,31.0,20.3,21.0,0.0,2.800844277876295
805,2012,3,16,3/16/2012,21.1,19.5,2.2,41.6,0.09949371491409374
806,2012,3,17,3/17/2012,24.1,14.9,22.6,25.6,2.3993808246280235
807,2012,3,18,3/18/2012,24.8,14.0,23.7,0.0,2.7188870284677917
808,2012,3,19,3/19/2012,26.2,14.3,22.5,0.0,2.7713964672136586
809,2012,3,20,3/20/2012,28.8,14.7,22.8,0.0,3.17745120719188
810,2012,3,21,3/21/2012,30.1,17.3,13.0,0.0,1.8112751672820646
811,2012,3,22,3/22/2012,21.9,9.5,23.1,0.0,2.55714661166514
812,2012,3,23,3/23/2012,19.4,9.2,10.1,0.0,0.9716603725888742
813,2012,3,24,3/24/2012,20.7,9.4,12.1,0.0,1.25385687354469
814,2012,3,25,3/25/2012,21.9,9.0,18.4,0.0,2.0620174057883536
815,2012,3,26,3/26/2012,23.7,10.8,20.6,0.0,2.4335378023886323
816,2012,3,27,3/27/2012,21.4,12.2,5.2,0.0,0.5121077581521197
817,2012,3,28,3/28/2012,26.0,14.6,17.3,0.0,2.088389512410133
818,2012,3,29,3/29/2012,26.7,13.0,17.7,0.0,2.314656391716969
819,2012,3,30,3/30/2012,28.1,12.6,16.2,0.0,2.283302252127394
820,2012,3,31,3/31/2012,29.9,15.9,14.7,0.0,2.1006986721403096
821,2012,4,1,4/1/2012,26.3,14.6,12.3,0.0,1.510140938049325
822,2012,4,2,4/2/2012,26.9,12.8,20.1,0.0,2.6666044123700443
823,2012,4,3,4/3/2012,31.5,17.0,18.2,0.0,2.7346980965023735
824,2012,4,4,4/4/2012,28.5,14.3,19.1,0.0,2.6475953250440605
825,2012,4,5,4/5/2012,29.7,15.8,18.9,0.0,2.6813163842178125
826,2012,4,6,4/6/2012,31.4,18.1,17.6,0.0,2.5628668983324734
827,2012,4,7,4/7/2012,20.5,8.9,19.1,0.0,1.983963700982249
828,2012,4,8,4/8/2012,21.9,6.9,16.4,0.0,1.9192579506645553
829,2012,4,9,4/9/2012,20.4,7.3,15.1,0.0,1.6232085013052417
830,2012,4,10,4/10/2012,18.2,3.4,18.7,0.0,1.9307520137330205
831,2012,4,11,4/11/2012,20.1,3.7,18.4,0.0,2.0767498867685696
832,2012,4,12,4/12/2012,23.2,6.5,17.9,0.0,2.2412094824173625
833,2012,4,13,4/13/2012,24.7,8.4,17.6,0.0,2.2904520824376164
834,2012,4,14,4/14/2012,22.6,11.9,8.8,0.0,0.946783285734193
835,2012,4,15,4/15/2012,27.6,12.4,16.0,0.0,2.2126951074417796
836,2012,4,16,4/16/2012,27.6,12.4,16.3,0.0,2.2541831407063126
837,2012,4,17,4/17/2012,25.7,13.1,16.4,0.0,2.0321701114214945
838,2012,4,18,4/18/2012,25.7,13.6,11.2,0.0,1.369148418096045
839,2012,4,19,4/19/2012,22.6,16.1,7.1,0.0,0.6310472002357141
840,2012,4,20,4/20/2012,24.2,15.2,13.6,9.6,1.435752
841,2012,4,21,4/21/2012,26.0,11.9,13.4,0.0,1.7352405870668282
842,2012,4,22,4/22/2012,25.7,14.8,12.7,0.0,1.4971304038513702
843,2012,4,23,4/23/2012,24.3,12.2,13.6,1.4,1.6003864353045227
844,2012,4,24,4/24/2012,16.4,8.3,12.9,0.0,1.0387416251819888
845,2012,4,25,4/25/2012,16.8,5.5,9.5,0.0,0.8675597485354879
846,2012,4,26,4/26/2012,17.1,6.3,8.4,0.0,0.7641896983511622
847,2012,4,27,4/27/2012,20.7,6.7,14.4,1.8,1.592667297937195
848,2012,4,28,4/28/2012,22.1,6.1,14.4,0.0,1.7242536960000001
849,2012,4,29,4/29/2012,20.4,7.4,14.3,0.0,1.533751409841857
850,2012,4,30,4/30/2012,21.1,6.2,12.2,0.0,1.389829782118523
851,2012,5,1,5/1/2012,24.0,11.9,14.8,0.0,1.727103824181331
852,2012,5,2,5/2/2012,21.6,13.4,10.2,0.6,0.9675419466954834
853,2012,5,3,5/3/2012,16.6,3.1,14.9,0.0,1.4204838073935107
854,2012,5,4,5/4/2012,18.5,4.3,13.2,0.0,1.3629783391454517
855,2012,5,5,5/5/2012,17.6,4.5,13.4,0.0,1.3130288325739798
856,2012,5,6,5/6/2012,17.6,3.6,13.5,0.0,1.346183073256439
857,2012,5,7,5/7/2012,18.9,8.0,9.9,1.0,0.9584875240649328
858,2012,5,8,5/8/2012,23.8,9.1,12.9,0.0,1.5896333026082967
859,2012,5,9,5/9/2012,27.0,12.9,12.0,0.0,1.5962310609021688
860,2012,5,10,5/10/2012,24.9,11.7,11.9,0.0,1.4646340552497
861,2012,5,11,5/11/2012,22.1,12.5,12.5,0.0,1.275677057800445
862,2012,5,12,5/12/2012,16.2,3.8,11.4,0.0,1.0472454663938957
863,2012,5,13,5/13/2012,17.1,6.5,10.8,0.0,0.9766892289364856
864,2012,5,14,5/14/2012,15.2,2.5,12.1,0.0,1.0783815359506166
865,2012,5,15,5/15/2012,17.4,3.5,12.1,0.0,1.1959119945136043
866,2012,5,16,5/16/2012,18.5,1.3,11.8,0.0,1.2720787532701159
867,2012,5,17,5/17/2012,19.3,4.9,11.7,0.0,1.2457368034501575
868,2012,5,18,5/18/2012,20.4,4.4,11.3,0.0,1.280953536
869,2012,5,19,5/19/2012,20.5,5.5,11.3,0.0,1.2649192113870853
870,2012,5,20,5/20/2012,18.4,3.3,11.4,0.0,1.190984063899515
871,2012,5,21,5/21/2012,16.8,4.5,11.3,0.0,1.058038007659668
872,2012,5,22,5/22/2012,20.5,5.6,10.8,0.0,1.2068687920098242
873,2012,5,23,5/23/2012,22.9,8.1,11.0,0.0,1.3223784873983868
874,2012,5,24,5/24/2012,16.9,12.4,2.6,0.0,0.16795088826714158
875,2012,5,25,5/25/2012,10.3,5.4,5.0,0.0,0.26640563876201273
876,2012,5,26,5/26/2012,12.3,5.5,6.2,0.0,0.40508429526478407
877,2012,5,27,5/27/2012,15.1,3.3,10.1,0.0,0.8790511384194348
878,2012,5,28,5/28/2012,16.0,2.3,10.4,7.4,0.9735099428582201
879,2012,5,29,5/29/2012,17.4,4.9,10.4,0.0,0.9989066698168976
880,2012,5,30,5/30/2012,18.9,5.0,10.3,0.0,1.072061238700596
881,2012,5,31,5/31/2012,19.3,5.8,10.2,0.0,1.0673669484442616
882,2012,6,1,6/1/2012,18.6,7.2,10.2,0.0,0.9921537358580385
883,2012,6,2,6/2/2012,14.8,7.7,8.0,0.0,0.5811032403838664
884,2012,6,3,6/3/2012,15.9,3.7,10.0,0.0,0.9046425198227377
885,2012,6,4,6/4/2012,14.4,0.7,10.5,0.0,0.9245183710585367
886,2012,6,5,6/5/2012,17.2,2.8,7.7,2.6,0.7622628709560092
887,2012,6,6,6/6/2012,16.4,2.0,10.3,0.0,0.9903078782251058
888,2012,6,7,6/7/2012,15.9,0.3,10.2,0.0,0.9791522678293174
889,2012,6,8,6/8/2012,13.1,-0.9,10.2,0.0,0.7990353387043003
890,2012,6,9,6/9/2012,14.4,0.5,10.1,0.0,0.892232740147245
891,2012,6,10,6/10/2012,15.6,0.2,10.1,0.0,0.9558788593061881
892,2012,6,11,6/11/2012,17.1,3.2,10.0,0.0,0.9778611934953633
893,2012,6,12,6/12/2012,17.8,6.8,9.5,0.0,0.8899681050999155
894,2012,6,13,6/13/2012,18.7,6.1,9.9,0.0,0.9958992589706246
895,2012,6,14,6/14/2012,18.5,7.0,6.8,0.0,0.6610846094418327
896,2012,6,15,6/15/2012,18.8,9.8,7.8,0.0,0.704869776
897,2012,6,16,6/16/2012,13.3,8.0,3.4,0.0,0.2089715296322739
898,2012,6,17,6/17/2012,15.3,4.6,8.4,0.0,0.7155206325529776
899,2012,6,18,6/18/2012,14.8,5.4,7.6,1.4,0.6100560261606237
900,2012,6,19,6/19/2012,14.2,6.0,8.9,0.0,0.6672508492583332
901,2012,6,20,6/20/2012,15.7,1.4,8.4,0.2,0.7854452605153344
902,2012,6,21,6/21/2012,17.1,6.6,6.6,0.0,0.5950470162997569
903,2012,6,22,6/22/2012,10.4,7.5,4.4,1.4,0.18808902747129339
904,2012,6,23,6/23/2012,11.9,0.7,8.8,0.0,0.6660344989928888
905,2012,6,24,6/24/2012,14.7,3.5,6.2,0.0,0.5237704344682854
906,2012,6,25,6/25/2012,14.6,7.0,5.5,0.0,0.40693356943832765
907,2012,6,26,6/26/2012,13.9,3.8,6.5,0.4,0.5166057741388878
908,2012,6,27,6/27/2012,16.6,4.7,9.5,0.0,0.8749180086741677
909,2012,6,28,6/28/2012,16.6,5.6,8.1,0.0,0.728563153428359
910,2012,6,29,6/29/2012,18.1,8.1,7.8,0.0,0.7152223564959098
911,2012,6,30,6/30/2012,12.8,4.0,8.9,1.4,0.6491134875066221
912,2012,7,1,7/1/2012,11.2,3.2,7.6,0.0,0.5042972426337466
913,2012,7,2,7/2/2012,11.8,4.7,8.7,0.0,0.5666881793648777
914,2012,7,3,7/3/2012,12.8,2.3,7.7,0.0,0.593541838349589
915,2012,7,4,7/4/2012,12.6,-0.4,9.9,0.0,0.7755342993306447
916,2012,7,5,7/5/2012,13.7,-0.5,10.1,0.0,0.8402067473072838
917,2012,7,6,7/6/2012,14.6,2.6,10.2,0.0,0.8753519846961579
918,2012,7,7,7/7/2012,15.8,1.0,10.2,0.0,0.9647622903967924
919,2012,7,8,7/8/2012,16.7,2.6,10.1,0.0,0.976925122472013
920,2012,7,9,7/9/2012,15.4,6.3,6.8,0.0,0.551495831650685
921,2012,7,10,7/10/2012,12.4,10.6,2.2,16.4,0.08115486372775853
922,2012,7,11,7/11/2012,16.0,6.2,10.3,8.6,0.8744522598039772
923,2012,7,12,7/12/2012,16.8,8.5,7.2,2.6,0.5927162562903071
924,2012,7,13,7/13/2012,16.1,11.7,3.7,2.2,0.23087415750016296
925,2012,7,14,7/14/2012,14.3,7.8,8.1,0.0,0.55908200476592
926,2012,7,15,7/15/2012,12.3,4.1,9.2,0.0,0.6427707427916448
927,2012,7,16,7/16/2012,15.2,5.8,6.9,0.4,0.5618073959082484
928,2012,7,17,7/17/2012,15.9,7.8,8.3,0.0,0.6572540919412282
929,2012,7,18,7/18/2012,15.8,5.7,9.8,0.0,0.8344126398979329
930,2012,7,19,7/19/2012,13.2,1.1,11.2,0.0,0.9121562892255358
931,2012,7,20,7/20/2012,15.1,3.0,9.2,0.5,0.8063299690970939
932,2012,7,21,7/21/2012,14.6,2.5,10.6,0.0,0.9117319393915849
933,2012,7,22,7/22/2012,15.3,4.0,11.2,0.0,0.9698120865003196
934,2012,7,23,7/23/2012,16.3,4.8,11.6,0.2,1.04652105834717
935,2012,7,24,7/24/2012,16.3,4.4,9.4,0.0,0.8565796106753176
936,2012,7,25,7/25/2012,16.8,6.6,6.4,0.0,0.5658353485234245
937,2012,7,26,7/26/2012,15.4,7.6,11.6,1.6,0.890760417252379
938,2012,7,27,7/27/2012,11.1,6.3,4.8,0.4,0.26151447304349695
939,2012,7,28,7/28/2012,13.8,4.9,10.5,0.0,0.7980721127883
940,2012,7,29,7/29/2012,13.5,4.2,11.5,0.0,0.8770503518093851
941,2012,7,30,7/30/2012,13.6,2.1,12.4,2.6,1.0121525506838802
942,2012,7,31,7/31/2012,13.4,-0.3,12.8,0.0,1.0586016879294808
943,2012,8,1,8/1/2012,14.0,0.8,12.4,0.0,1.0653619720766925
944,2012,8,2,8/2/2012,14.9,1.7,9.2,0.0,0.8186594877593939
945,2012,8,3,8/3/2012,17.4,4.8,12.7,0.0,1.2225730986018735
946,2012,8,4,8/4/2012,18.0,4.4,10.8,0.0,1.0838750185856982
947,2012,8,5,8/5/2012,18.8,7.1,9.9,0.0,0.9771500187377986
948,2012,8,6,8/6/2012,13.4,3.8,12.4,0.0,0.9518077302371594
949,2012,8,7,8/7/2012,15.6,2.9,12.7,0.0,1.1488434433280978
950,2012,8,8,8/8/2012,19.8,5.5,11.6,0.0,1.253433518203788
951,2012,8,9,8/9/2012,13.2,7.0,11.0,3.2,0.7171016673453561
952,2012,8,10,8/10/2012,15.7,4.5,11.2,0.0,0.9813394013829584
953,2012,8,11,8/11/2012,15.9,2.6,14.2,0.0,1.3145267657281359
954,2012,8,12,8/12/2012,16.8,2.0,14.3,0.0,1.4041832827149243
955,2012,8,13,8/13/2012,17.4,4.1,14.3,0.0,1.3971916118039036
956,2012,8,14,8/14/2012,18.9,6.5,9.8,0.0,0.987699324451393
957,2012,8,15,8/15/2012,16.4,5.1,10.1,0.0,0.9096089129677325
958,2012,8,16,8/16/2012,15.2,5.7,10.1,0.0,0.8252577807963302
959,2012,8,17,8/17/2012,11.9,6.1,9.2,3.0,0.5572173329782503
960,2012,8,18,8/18/2012,14.4,6.4,10.0,0.0,0.7484832759090347
961,2012,8,19,8/19/2012,14.3,1.2,15.3,0.0,1.3277184254265693
962,2012,8,20,8/20/2012,14.2,1.6,13.6,5.4,1.164247471387426
963,2012,8,21,8/21/2012,18.4,5.0,16.1,0.0,1.6315045537486181
964,2012,8,22,8/22/2012,23.7,9.5,10.9,0.0,1.3259193598121073
965,2012,8,23,8/23/2012,16.0,10.8,4.8,1.0,0.320468614176831
966,2012,8,24,8/24/2012,11.8,3.8,11.0,3.8,0.7474215975034899
967,2012,8,25,8/25/2012,13.1,2.3,11.8,0.0,0.9279446337121255
968,2012,8,26,8/26/2012,14.1,4.9,13.9,0.0,1.080088544830952
969,2012,8,27,8/27/2012,15.7,1.7,17.0,0.4,1.5817826669327744
970,2012,8,28,8/28/2012,17.2,5.0,17.3,0.0,1.6387468138977321
971,2012,8,29,8/29/2012,22.4,8.4,13.5,0.2,1.5737069729617525
972,2012,8,30,8/30/2012,14.1,6.3,17.3,0.0,1.2695196719932103
973,2012,8,31,8/31/2012,13.3,2.3,13.7,0.0,1.0915531170506816
974,2012,9,1,9/1/2012,15.4,0.2,16.8,0.0,1.5734720764030437
975,2012,9,2,9/2/2012,17.6,2.2,16.9,0.0,1.723910969707616
976,2012,9,3,9/3/2012,21.7,4.0,17.0,0.0,2.0570935029212203
977,2012,9,4,9/4/2012,23.7,9.2,17.4,0.0,2.129520495760658
978,2012,9,5,9/5/2012,25.8,12.9,8.3,0.0,1.0392493576132888
979,2012,9,6,9/6/2012,20.7,7.0,15.2,0.0,1.6709581964829185
980,2012,9,7,9/7/2012,16.9,7.5,14.2,0.0,1.2256360457669575
981,2012,9,8,9/8/2012,17.8,7.6,16.0,0.0,1.4625405194885124
982,2012,9,9,9/9/2012,18.2,5.5,17.3,0.0,1.7153812567509314
983,2012,9,10,9/10/2012,20.4,3.0,18.7,0.0,2.1593659343530818
984,2012,9,11,9/11/2012,21.6,3.6,19.0,0.0,2.2995954264098843
985,2012,9,12,9/12/2012,25.6,6.7,19.3,0.0,2.673104818849322
986,2012,9,13,9/13/2012,15.4,9.4,16.9,1.4,1.173160067506503
987,2012,9,14,9/14/2012,17.8,1.6,16.1,0.0,1.6722610571888803
988,2012,9,15,9/15/2012,19.0,4.8,18.9,0.0,1.9849538997315181
989,2012,9,16,9/16/2012,20.1,4.8,13.5,0.0,1.4989697270637565
990,2012,9,17,9/17/2012,19.9,7.3,16.7,0.0,1.7467043060372465
991,2012,9,18,9/18/2012,19.0,8.4,13.2,1.4,1.2703559227721175
992,2012,9,19,9/19/2012,19.9,5.7,17.6,1.8,1.9044354875730973
993,2012,9,20,9/20/2012,27.4,8.9,18.5,0.3,2.684383040998253
994,2012,9,21,9/21/2012,20.8,12.3,16.0,0.0,1.5036410929321535
995,2012,9,22,9/22/2012,23.2,5.9,21.8,0.0,2.752591910961449
996,2012,9,23,9/23/2012,21.8,10.4,21.9,0.0,2.3522541196856563
997,2012,9,24,9/24/2012,17.1,4.6,22.2,0.0,2.1101853633706704
998,2012,9,25,9/25/2012,19.8,3.5,22.4,0.0,2.4992811792749214
999,2012,9,26,9/26/2012,25.6,7.2,21.7,0.0,2.9873269063960732
1000,2012,9,27,9/27/2012,29.8,14.4,18.3,0.0,2.688885721383825
1001,2012,9,28,9/28/2012,25.9,21.1,3.9,0.0,0.33114886928550347
1002,2012,9,29,9/29/2012,16.4,8.4,22.0,0.0,1.7634478316097961
1003,2012,9,30,9/30/2012,17.2,2.5,21.2,1.3,2.109005260732035
1004,2012,10,1,10/1/2012,21.8,2.9,22.9,0.0,2.816707174681193
1005,2012,10,2,10/2/2012,25.3,4.5,23.2,0.0,3.246799004528728
1006,2012,10,3,10/3/2012,27.4,8.6,23.4,0.0,3.4085196951966354
1007,2012,10,4,10/4/2012,31.8,13.8,23.6,0.0,3.8147166789627693
1008,2012,10,5,10/5/2012,30.0,14.2,23.5,0.0,3.497496596514051
1009,2012,10,6,10/6/2012,21.7,12.8,6.8,0.0,0.6672367179232251
1010,2012,10,7,10/7/2012,18.1,2.5,24.5,0.0,2.5516593943034818
1011,2012,10,8,10/8/2012,18.5,2.8,24.4,3.0,2.5811302603874564
1012,2012,10,9,10/9/2012,20.6,4.4,23.8,0.0,2.723736507693257
1013,2012,10,10,10/10/2012,20.6,4.5,21.9,0.0,2.5026709203076853
1014,2012,10,11,10/11/2012,13.3,6.8,13.0,3.4,0.8661901269893288
1015,2012,10,12,10/12/2012,19.5,6.1,25.3,0.6,2.6593919263524692
1016,2012,10,13,10/13/2012,20.4,4.6,22.4,0.0,2.531670548697292
1017,2012,10,14,10/14/2012,24.6,6.9,26.3,0.0,3.4835568730545674
1018,2012,10,15,10/15/2012,30.6,12.7,23.4,0.0,3.6650286974848183
1019,2012,10,16,10/16/2012,28.1,16.4,8.4,0.0,1.0798482690441658
1020,2012,10,17,10/17/2012,22.7,6.3,27.0,0.0,3.314180896374742
1021,2012,10,18,10/18/2012,27.2,7.8,22.2,0.0,3.239041734906717
1022,2012,10,19,10/19/2012,35.0,15.8,24.9,0.0,4.423048559173409
1023,2012,10,20,10/20/2012,28.6,13.6,26.4,0.0,3.732391200224345
1024,2012,10,21,10/21/2012,24.6,13.6,22.4,0.0,2.572519800494444
1025,2012,10,22,10/22/2012,21.7,6.0,26.7,0.0,3.142120245745659
1026,2012,10,23,10/23/2012,24.1,8.6,25.1,0.0,3.1667828017163857
1027,2012,10,24,10/24/2012,27.8,12.2,25.7,0.0,3.6006028545138498
1028,2012,10,25,10/25/2012,27.2,17.3,26.5,0.0,3.13367527336764
1029,2012,10,26,10/26/2012,20.9,7.2,26.3,0.0,2.909467215587634
1030,2012,10,27,10/27/2012,22.1,5.8,27.5,0.0,3.3079445786660444
1031,2012,10,28,10/28/2012,27.4,5.9,27.9,0.0,4.182160141139911
1032,2012,10,29,10/29/2012,30.4,14.3,26.9,0.0,4.066668453152356
1033,2012,10,30,10/30/2012,33.5,18.3,27.5,0.0,4.396670544590209
1034,2012,10,31,10/31/2012,35.0,17.5,25.6,0.0,4.4268305817633715
1035,2012,11,1,11/1/2012,24.2,20.8,15.9,0.0,1.1087397759565096
1036,2012,11,2,11/2/2012,23.8,7.4,28.4,0.0,3.604746509649382
1037,2012,11,3,11/3/2012,26.2,10.3,20.7,0.0,2.7923006394530483
1038,2012,11,4,11/4/2012,32.2,14.2,28.8,0.0,4.701111979752064
1039,2012,11,5,11/5/2012,36.0,19.6,9.7,0.0,1.6809178925403918
1040,2012,11,6,11/6/2012,32.7,24.4,2.7,0.0,0.33833003053024313
1041,2012,11,7,11/7/2012,19.8,19.0,2.6,12.8,0.08118004364203957
1042,2012,11,8,11/8/2012,27.3,15.9,23.4,8.2,2.9211408900545353
1043,2012,11,9,11/9/2012,23.1,11.8,29.8,0.4,3.313619263154634
1044,2012,11,10,11/10/2012,24.3,7.7,30.0,0.0,3.876858928301159
1045,2012,11,11,11/11/2012,26.7,11.9,30.2,0.0,4.044824747067707
1046,2012,11,12,11/12/2012,32.8,16.4,25.3,0.0,4.076583111064228
1047,2012,11,13,11/13/2012,26.9,9.8,30.3,0.0,4.250470285598459
1048,2012,11,14,11/14/2012,25.7,9.2,24.3,0.0,3.2650915737748316
1049,2012,11,15,11/15/2012,30.3,12.5,23.1,0.0,3.585056852444074
1050,2012,11,16,11/16/2012,23.8,14.3,19.7,0.0,2.099681975572389
1051,2012,11,17,11/17/2012,26.3,7.5,27.8,0.0,3.9250138580532723
1052,2012,11,18,11/18/2012,24.1,9.4,31.1,0.0,3.865939980352239
1053,2012,11,19,11/19/2012,27.3,8.9,31.4,0.0,4.537545649748077
1054,2012,11,20,11/20/2012,29.4,13.8,29.9,0.0,4.36634158770159
1055,2012,11,21,11/21/2012,34.6,18.7,29.1,0.0,4.840066353935854
1056,2012,11,22,11/22/2012,28.8,11.0,31.7,0.0,4.731497475248904
1057,2012,11,23,11/23/2012,32.2,12.1,30.9,0.0,5.1935138112890264
1058,2012,11,24,11/24/2012,34.8,17.2,27.0,0.0,4.6556701962604246
1059,2012,11,25,11/25/2012,38.4,20.7,31.8,0.0,5.944587659828364
1060,2012,11,26,11/26/2012,36.2,18.4,9.9,0.0,1.7677047818355807
1061,2012,11,27,11/27/2012,34.2,22.9,11.9,0.2,1.739898528137357
1062,2012,11,28,11/28/2012,36.4,19.9,31.6,5.4,5.534808121825329
1063,2012,11,29,11/29/2012,41.6,24.7,28.7,0.0,5.64101736311484
1064,2012,11,30,11/30/2012,38.3,26.6,11.1,3.2,1.7903583861426473
1065,2012,12,1,12/1/2012,27.8,24.8,9.6,0.0,0.6881109184509904
1066,2012,12,2,12/2/2012,27.9,16.4,29.3,0.0,3.724957510893404
1067,2012,12,3,12/3/2012,28.9,11.7,30.1,0.6,4.463172719322343
1068,2012,12,4,12/4/2012,23.3,13.4,30.8,0.0,3.2874913178083993
1069,2012,12,5,12/5/2012,23.9,11.2,28.6,0.0,3.381001090541401
1070,2012,12,6,12/6/2012,27.4,8.5,33.4,0.0,4.871261164234256
1071,2012,12,7,12/7/2012,31.5,15.2,28.2,0.0,4.3964359369178965
1072,2012,12,8,12/8/2012,36.4,18.5,30.7,0.0,5.515329629443818
1073,2012,12,9,12/9/2012,29.7,16.6,32.7,0.0,4.54805078685604
